label_seed,scheme,representation,evaluation_type,evaluation_id,macro_f1,accuracy,n_test_cells,n_classes,chance_macro_f1
1001,donor_cv,hvg,fold,1,0.07726556116360074,0.07753017641597029,2154,13,0.07692307692307693
1001,donor_cv,hvg,fold,2,0.08113341520747296,0.08228730822873083,2151,13,0.07692307692307693
1001,donor_cv,hvg,fold,3,0.07732463565879531,0.07723948811700183,2188,13,0.07692307692307693
1001,donor_cv,hvg,fold,4,0.06864619350111924,0.06898454746136866,1812,13,0.07692307692307693
1001,donor_cv,hvg,fold,5,0.0752618462128227,0.07602663706992231,1802,13,0.07692307692307693
1001,donor_cv,pca,fold,1,0.06704164979132216,0.07381615598885793,2154,13,0.07692307692307693
1001,donor_cv,pca,fold,2,0.06951091438865158,0.07577870757787075,2151,13,0.07692307692307693
1001,donor_cv,pca,fold,3,0.07205409002386104,0.0726691042047532,2188,13,0.07692307692307693
1001,donor_cv,pca,fold,4,0.060641052403374744,0.06677704194260485,1812,13,0.07692307692307693
1001,donor_cv,pca,fold,5,0.068036495089538,0.07269700332963375,1802,13,0.07692307692307693
1001,donor_cv,harmony,fold,1,0.07654106183867802,0.07938718662952646,2154,13,0.07692307692307693
1001,donor_cv,harmony,fold,2,0.07186727470803989,0.07763830776383078,2151,13,0.07692307692307693
1001,donor_cv,harmony,fold,3,0.07169870795226932,0.07358318098720293,2188,13,0.07692307692307693
1001,donor_cv,harmony,fold,4,0.056664207166753404,0.06346578366445917,1812,13,0.07692307692307693
1001,donor_cv,harmony,fold,5,0.06996692663199255,0.07158712541620421,1802,13,0.07692307692307693
1001,donor_cv,scvi,fold,1,0.05861292581247789,0.06870937790157845,2154,13,0.07692307692307693
1001,donor_cv,scvi,fold,2,0.06343183577342293,0.08182240818224082,2151,13,0.07692307692307693
1001,donor_cv,scvi,fold,3,0.07232482662082801,0.08363802559414991,2188,13,0.07692307692307693
1001,donor_cv,scvi,fold,4,0.06844585524350723,0.07947019867549669,1812,13,0.07692307692307693
1001,donor_cv,scvi,fold,5,0.05820836027032246,0.06548279689234185,1802,13,0.07692307692307693
1002,random_split,hvg,split,42,0.07401207492557342,0.07418397626112759,2022,13,0.07692307692307693
1002,random_split,pca,split,42,0.06833445142704997,0.07270029673590504,2022,13,0.07692307692307693
1002,random_split,harmony,split,42,0.0748210252815524,0.08011869436201781,2022,13,0.07692307692307693
1002,random_split,scvi,split,42,0.06411343572807897,0.06824925816023739,2022,13,0.07692307692307693
1002,donor_cv,hvg,fold,1,0.07303727959352174,0.07288765088207985,2154,13,0.07692307692307693
1002,donor_cv,hvg,fold,2,0.0761436798299176,0.07624360762436076,2151,13,0.07692307692307693
1002,donor_cv,hvg,fold,3,0.07747797060227658,0.07769652650822668,2188,13,0.07692307692307693
1002,donor_cv,hvg,fold,4,0.06323942695314734,0.06346578366445917,1812,13,0.07692307692307693
1002,donor_cv,hvg,fold,5,0.08376023941134302,0.08379578246392896,1802,13,0.07692307692307693
1002,donor_cv,pca,fold,1,0.07156569282358854,0.07520891364902507,2154,13,0.07692307692307693
1002,donor_cv,pca,fold,2,0.06680101695980059,0.0706648070664807,2151,13,0.07692307692307693
1002,donor_cv,pca,fold,3,0.07412249666242972,0.08089579524680073,2188,13,0.07692307692307693
1002,donor_cv,pca,fold,4,0.06964377290873286,0.076158940397351,1812,13,0.07692307692307693
1002,donor_cv,pca,fold,5,0.07429808729378809,0.07991120976692564,1802,13,0.07692307692307693
1002,donor_cv,harmony,fold,1,0.07036484438915,0.07195914577530177,2154,13,0.07692307692307693
1002,donor_cv,harmony,fold,2,0.06844010997275508,0.07112970711297072,2151,13,0.07692307692307693
1002,donor_cv,harmony,fold,3,0.06200566903560892,0.06489945155393052,2188,13,0.07692307692307693
1002,donor_cv,harmony,fold,4,0.07472947335068515,0.07836644591611479,1812,13,0.07692307692307693
1002,donor_cv,harmony,fold,5,0.07625460493334091,0.07991120976692564,1802,13,0.07692307692307693
1002,donor_cv,scvi,fold,1,0.07695202800057607,0.0807799442896936,2154,13,0.07692307692307693
1002,donor_cv,scvi,fold,2,0.07804016952000917,0.08135750813575081,2151,13,0.07692307692307693
1002,donor_cv,scvi,fold,3,0.0754586394225905,0.07998171846435101,2188,13,0.07692307692307693
1002,donor_cv,scvi,fold,4,0.06435507402276022,0.06898454746136866,1812,13,0.07692307692307693
1002,donor_cv,scvi,fold,5,0.08067583556244953,0.08324084350721421,1802,13,0.07692307692307693
1003,random_split,hvg,split,42,0.07470651891379684,0.07418397626112759,2022,13,0.07692307692307693
1003,random_split,pca,split,42,0.069974018580256,0.07566765578635015,2022,13,0.07692307692307693
1003,random_split,harmony,split,42,0.07112975137407787,0.08061325420375866,2022,13,0.07692307692307693
1003,random_split,scvi,split,42,0.07322124795621249,0.08061325420375866,2022,13,0.07692307692307693
1003,donor_cv,hvg,fold,1,0.07326907550789455,0.0733519034354689,2154,13,0.07692307692307693
1003,donor_cv,hvg,fold,2,0.08636098417699609,0.08600650860065086,2151,13,0.07692307692307693
1003,donor_cv,hvg,fold,3,0.07167406275666574,0.07221206581352833,2188,13,0.07692307692307693
1003,donor_cv,hvg,fold,4,0.07122837851335193,0.07119205298013245,1812,13,0.07692307692307693
1003,donor_cv,hvg,fold,5,0.07562079166422365,0.07602663706992231,1802,13,0.07692307692307693
1003,donor_cv,pca,fold,1,0.06585537474433739,0.07567316620241411,2154,13,0.07692307692307693
1003,donor_cv,pca,fold,2,0.061868582475373156,0.06787540678754068,2151,13,0.07692307692307693
1003,donor_cv,pca,fold,3,0.07322207775342501,0.08043875685557587,2188,13,0.07692307692307693
1003,donor_cv,pca,fold,4,0.07981116279160007,0.08664459161147903,1812,13,0.07692307692307693
1003,donor_cv,pca,fold,5,0.07292843204008284,0.07824639289678136,1802,13,0.07692307692307693
1003,donor_cv,harmony,fold,1,0.07035392792083832,0.07428040854224698,2154,13,0.07692307692307693
1003,donor_cv,harmony,fold,2,0.07032441795477132,0.07345420734542074,2151,13,0.07692307692307693
1003,donor_cv,harmony,fold,3,0.0826437006890807,0.08683729433272395,2188,13,0.07692307692307693
1003,donor_cv,harmony,fold,4,0.06719471739234596,0.07505518763796909,1812,13,0.07692307692307693
1003,donor_cv,harmony,fold,5,0.07268921590016045,0.07935627081021088,1802,13,0.07692307692307693
1003,donor_cv,scvi,fold,1,0.06928133705337743,0.07845868152274837,2154,13,0.07692307692307693
1003,donor_cv,scvi,fold,2,0.0719683424089492,0.07856810785681079,2151,13,0.07692307692307693
1003,donor_cv,scvi,fold,3,0.06828860770173821,0.0740402193784278,2188,13,0.07692307692307693
1003,donor_cv,scvi,fold,4,0.07762783633543578,0.08278145695364239,1812,13,0.07692307692307693
1003,donor_cv,scvi,fold,5,0.06829025500826115,0.07991120976692564,1802,13,0.07692307692307693
1004,random_split,hvg,split,42,0.08412978876163917,0.0840751730959446,2022,13,0.07692307692307693
1004,random_split,pca,split,42,0.07796909859946062,0.07962413452027696,2022,13,0.07692307692307693
1004,random_split,harmony,split,42,0.08275046076729871,0.08704253214638971,2022,13,0.07692307692307693
1004,random_split,scvi,split,42,0.06349486901671608,0.06627101879327399,2022,13,0.07692307692307693
1004,donor_cv,hvg,fold,1,0.07285103827115283,0.07288765088207985,2154,13,0.07692307692307693
1004,donor_cv,hvg,fold,2,0.0692647364913597,0.06927010692701069,2151,13,0.07692307692307693
1004,donor_cv,hvg,fold,3,0.07644656516709046,0.0763254113345521,2188,13,0.07692307692307693
1004,donor_cv,hvg,fold,4,0.07863024184514136,0.07891832229580574,1812,13,0.07692307692307693
1004,donor_cv,hvg,fold,5,0.07501866228269678,0.07602663706992231,1802,13,0.07692307692307693
1004,donor_cv,pca,fold,1,0.07593592781935342,0.08124419684308264,2154,13,0.07692307692307693
1004,donor_cv,pca,fold,2,0.07130658128333255,0.07763830776383078,2151,13,0.07692307692307693
1004,donor_cv,pca,fold,3,0.07557729563113605,0.07952468007312614,2188,13,0.07692307692307693
1004,donor_cv,pca,fold,4,0.0702635382809812,0.07560706401766004,1812,13,0.07692307692307693
1004,donor_cv,pca,fold,5,0.07682530930463188,0.08379578246392896,1802,13,0.07692307692307693
1004,donor_cv,harmony,fold,1,0.08145468562886263,0.0882079851439183,2154,13,0.07692307692307693
1004,donor_cv,harmony,fold,2,0.07064421132079446,0.07531380753138076,2151,13,0.07692307692307693
1004,donor_cv,harmony,fold,3,0.07989949055854216,0.08546617915904936,2188,13,0.07692307692307693
1004,donor_cv,harmony,fold,4,0.0758504270034102,0.08112582781456953,1812,13,0.07692307692307693
1004,donor_cv,harmony,fold,5,0.07159145074617755,0.0804661487236404,1802,13,0.07692307692307693
1004,donor_cv,scvi,fold,1,0.06429649308099077,0.06963788300835655,2154,13,0.07692307692307693
1004,donor_cv,scvi,fold,2,0.06849157443307627,0.07484890748489074,2151,13,0.07692307692307693
1004,donor_cv,scvi,fold,3,0.06621794204549299,0.07358318098720293,2188,13,0.07692307692307693
1004,donor_cv,scvi,fold,4,0.07135223086162007,0.076158940397351,1812,13,0.07692307692307693
1004,donor_cv,scvi,fold,5,0.07098536889342616,0.07491675915649279,1802,13,0.07692307692307693
1005,random_split,hvg,split,42,0.07989939982162643,0.08011869436201781,2022,13,0.07692307692307693
1005,random_split,pca,split,42,0.07281261309861786,0.08061325420375866,2022,13,0.07692307692307693
1005,random_split,harmony,split,42,0.06487680171467487,0.07319485657764589,2022,13,0.07692307692307693
1005,random_split,scvi,split,42,0.07309088640280043,0.07863501483679525,2022,13,0.07692307692307693
1005,donor_cv,hvg,fold,1,0.07748460213642304,0.07753017641597029,2154,13,0.07692307692307693
1005,donor_cv,hvg,fold,2,0.07722145917059521,0.07856810785681079,2151,13,0.07692307692307693
1005,donor_cv,hvg,fold,3,0.07458868262120336,0.07495429616087751,2188,13,0.07692307692307693
1005,donor_cv,hvg,fold,4,0.07895960575864146,0.07891832229580574,1812,13,0.07692307692307693
1005,donor_cv,hvg,fold,5,0.07372318631147333,0.07436182019977802,1802,13,0.07692307692307693
1005,donor_cv,pca,fold,1,0.06502994645468549,0.07381615598885793,2154,13,0.07692307692307693
1005,donor_cv,pca,fold,2,0.07018194084400223,0.07531380753138076,2151,13,0.07692307692307693
1005,donor_cv,pca,fold,3,0.07077409602033102,0.07723948811700183,2188,13,0.07692307692307693
1005,donor_cv,pca,fold,4,0.06994751311233544,0.0772626931567329,1812,13,0.07692307692307693
1005,donor_cv,pca,fold,5,0.07616963957701636,0.08268590455049944,1802,13,0.07692307692307693
1005,donor_cv,harmony,fold,1,0.06484590391108482,0.06917363045496751,2154,13,0.07692307692307693
1005,donor_cv,harmony,fold,2,0.06575556149785226,0.07205950720595072,2151,13,0.07692307692307693
1005,donor_cv,harmony,fold,3,0.07604395141879028,0.08135283363802559,2188,13,0.07692307692307693
1005,donor_cv,harmony,fold,4,0.07313383742402808,0.07891832229580574,1812,13,0.07692307692307693
1005,donor_cv,harmony,fold,5,0.08102320527266885,0.08657047724750278,1802,13,0.07692307692307693
1005,donor_cv,scvi,fold,1,0.06986823500541794,0.07520891364902507,2154,13,0.07692307692307693
1005,donor_cv,scvi,fold,2,0.07393768295524683,0.08368200836820083,2151,13,0.07692307692307693
1005,donor_cv,scvi,fold,3,0.06185810172879026,0.07175502742230347,2188,13,0.07692307692307693
1005,donor_cv,scvi,fold,4,0.06202298649564726,0.0695364238410596,1812,13,0.07692307692307693
1005,donor_cv,scvi,fold,5,0.06591360964221034,0.0732519422863485,1802,13,0.07692307692307693
1006,random_split,hvg,split,42,0.07399810203652543,0.07418397626112759,2022,13,0.07692307692307693
1006,random_split,pca,split,42,0.06375293771293125,0.06775469831849654,2022,13,0.07692307692307693
1006,random_split,harmony,split,42,0.06778946022267818,0.07319485657764589,2022,13,0.07692307692307693
1006,random_split,scvi,split,42,0.06464775912612494,0.07171117705242334,2022,13,0.07692307692307693
1006,donor_cv,hvg,fold,1,0.07714931467161933,0.07706592386258125,2154,13,0.07692307692307693
1006,donor_cv,hvg,fold,2,0.07938703246191661,0.0794979079497908,2151,13,0.07692307692307693
1006,donor_cv,hvg,fold,3,0.07293341152189906,0.07312614259597806,2188,13,0.07692307692307693
1006,donor_cv,hvg,fold,4,0.07077297773062828,0.0706401766004415,1812,13,0.07692307692307693
1006,donor_cv,hvg,fold,5,0.06534959403733993,0.06548279689234185,1802,13,0.07692307692307693
1006,donor_cv,pca,fold,1,0.07588860204177508,0.0807799442896936,2154,13,0.07692307692307693
1006,donor_cv,pca,fold,2,0.08258080219853539,0.08740120874012088,2151,13,0.07692307692307693
1006,donor_cv,pca,fold,3,0.06569500175409435,0.0712979890310786,2188,13,0.07692307692307693
1006,donor_cv,pca,fold,4,0.07541863661520988,0.08112582781456953,1812,13,0.07692307692307693
1006,donor_cv,pca,fold,5,0.06614090635467774,0.07491675915649279,1802,13,0.07692307692307693
1006,donor_cv,harmony,fold,1,0.07343732634555507,0.0766016713091922,2154,13,0.07692307692307693
1006,donor_cv,harmony,fold,2,0.0685706917041145,0.07531380753138076,2151,13,0.07692307692307693
1006,donor_cv,harmony,fold,3,0.06272348084174935,0.06672760511882998,2188,13,0.07692307692307693
1006,donor_cv,harmony,fold,4,0.07030763575698745,0.07947019867549669,1812,13,0.07692307692307693
1006,donor_cv,harmony,fold,5,0.06906920711441043,0.07658157602663707,1802,13,0.07692307692307693
1006,donor_cv,scvi,fold,1,0.06267833661611129,0.06963788300835655,2154,13,0.07692307692307693
1006,donor_cv,scvi,fold,2,0.07390310010630494,0.0794979079497908,2151,13,0.07692307692307693
1006,donor_cv,scvi,fold,3,0.06280764956961125,0.06946983546617916,2188,13,0.07692307692307693
1006,donor_cv,scvi,fold,4,0.07369970746622159,0.08002207505518764,1812,13,0.07692307692307693
1006,donor_cv,scvi,fold,5,0.05872209349284896,0.06714761376248612,1802,13,0.07692307692307693
1007,random_split,hvg,split,42,0.082527666466384,0.08259149357072205,2022,13,0.07692307692307693
1007,random_split,pca,split,42,0.07648610857548709,0.08110781404549951,2022,13,0.07692307692307693
1007,random_split,harmony,split,42,0.07542962210980392,0.0791295746785361,2022,13,0.07692307692307693
1007,random_split,scvi,split,42,0.08288636531786611,0.09050445103857567,2022,13,0.07692307692307693
1007,donor_cv,hvg,fold,1,0.07318597835961937,0.0733519034354689,2154,13,0.07692307692307693
1007,donor_cv,hvg,fold,2,0.07753359817146789,0.07810320781032078,2151,13,0.07692307692307693
1007,donor_cv,hvg,fold,3,0.07380093347503536,0.07449725776965264,2188,13,0.07692307692307693
1007,donor_cv,hvg,fold,4,0.06545020433782354,0.06567328918322296,1812,13,0.07692307692307693
1007,donor_cv,hvg,fold,5,0.07488551649952423,0.07547169811320754,1802,13,0.07692307692307693
1007,donor_cv,pca,fold,1,0.06893256157933962,0.07753017641597029,2154,13,0.07692307692307693
1007,donor_cv,pca,fold,2,0.06641721199385321,0.07112970711297072,2151,13,0.07692307692307693
1007,donor_cv,pca,fold,3,0.07521389003428357,0.07769652650822668,2188,13,0.07692307692307693
1007,donor_cv,pca,fold,4,0.06728020055936373,0.0706401766004415,1812,13,0.07692307692307693
1007,donor_cv,pca,fold,5,0.06425827272616556,0.07436182019977802,1802,13,0.07692307692307693
1007,donor_cv,harmony,fold,1,0.06983894172740818,0.07381615598885793,2154,13,0.07692307692307693
1007,donor_cv,harmony,fold,2,0.0669071458634819,0.07205950720595072,2151,13,0.07692307692307693
1007,donor_cv,harmony,fold,3,0.07101885117596686,0.07221206581352833,2188,13,0.07692307692307693
1007,donor_cv,harmony,fold,4,0.07019773450586914,0.0706401766004415,1812,13,0.07692307692307693
1007,donor_cv,harmony,fold,5,0.06692553449068814,0.0732519422863485,1802,13,0.07692307692307693
1007,donor_cv,scvi,fold,1,0.06297438516112311,0.06870937790157845,2154,13,0.07692307692307693
1007,donor_cv,scvi,fold,2,0.06822418926657689,0.0799628079962808,2151,13,0.07692307692307693
1007,donor_cv,scvi,fold,3,0.07176071404985027,0.07815356489945155,2188,13,0.07692307692307693
1007,donor_cv,scvi,fold,4,0.07026359825460235,0.07781456953642384,1812,13,0.07692307692307693
1007,donor_cv,scvi,fold,5,0.06938609345508248,0.07880133185349611,1802,13,0.07692307692307693
1008,random_split,hvg,split,42,0.07392287012581732,0.07418397626112759,2022,13,0.07692307692307693
1008,random_split,pca,split,42,0.07836793885948179,0.07962413452027696,2022,13,0.07692307692307693
1008,random_split,harmony,split,42,0.07490784346610747,0.0771513353115727,2022,13,0.07692307692307693
1008,random_split,scvi,split,42,0.07682325293239047,0.07962413452027696,2022,13,0.07692307692307693
1008,donor_cv,hvg,fold,1,0.0759953715751848,0.07613741875580315,2154,13,0.07692307692307693
1008,donor_cv,hvg,fold,2,0.07339768590127113,0.07438400743840075,2151,13,0.07692307692307693
1008,donor_cv,hvg,fold,3,0.07210483909342881,0.0726691042047532,2188,13,0.07692307692307693
1008,donor_cv,hvg,fold,4,0.08070550213131107,0.08057395143487858,1812,13,0.07692307692307693
1008,donor_cv,hvg,fold,5,0.08406865360288102,0.08435072142064373,1802,13,0.07692307692307693
1008,donor_cv,pca,fold,1,0.07811371263544696,0.08542246982358404,2154,13,0.07692307692307693
1008,donor_cv,pca,fold,2,0.07576220879190047,0.08321710832171084,2151,13,0.07692307692307693
1008,donor_cv,pca,fold,3,0.06906482160488436,0.07358318098720293,2188,13,0.07692307692307693
1008,donor_cv,pca,fold,4,0.06736914695455415,0.07560706401766004,1812,13,0.07692307692307693
1008,donor_cv,pca,fold,5,0.06802615132381039,0.07047724750277469,1802,13,0.07692307692307693
1008,donor_cv,harmony,fold,1,0.07042410603604474,0.07520891364902507,2154,13,0.07692307692307693
1008,donor_cv,harmony,fold,2,0.07249755833349349,0.07856810785681079,2151,13,0.07692307692307693
1008,donor_cv,harmony,fold,3,0.07047309102153278,0.07861060329067641,2188,13,0.07692307692307693
1008,donor_cv,harmony,fold,4,0.07188483147778522,0.07671081677704195,1812,13,0.07692307692307693
1008,donor_cv,harmony,fold,5,0.07740085177469015,0.08268590455049944,1802,13,0.07692307692307693
1008,donor_cv,scvi,fold,1,0.0661488612546114,0.0766016713091922,2154,13,0.07692307692307693
1008,donor_cv,scvi,fold,2,0.06525374568815615,0.07717340771734077,2151,13,0.07692307692307693
1008,donor_cv,scvi,fold,3,0.07135383417931612,0.07998171846435101,2188,13,0.07692307692307693
1008,donor_cv,scvi,fold,4,0.07539543598463719,0.08554083885209714,1812,13,0.07692307692307693
1008,donor_cv,scvi,fold,5,0.0737706989944271,0.07880133185349611,1802,13,0.07692307692307693
1009,random_split,hvg,split,42,0.0703231691542404,0.07072205736894165,2022,13,0.07692307692307693
1009,random_split,pca,split,42,0.0744559507815459,0.08110781404549951,2022,13,0.07692307692307693
1009,random_split,harmony,split,42,0.06692940363887706,0.07368941641938674,2022,13,0.07692307692307693
1009,random_split,scvi,split,42,0.06905173839446693,0.07418397626112759,2022,13,0.07692307692307693
1009,donor_cv,hvg,fold,1,0.07536527075378487,0.07567316620241411,2154,13,0.07692307692307693
1009,donor_cv,hvg,fold,2,0.08104814367212453,0.08182240818224082,2151,13,0.07692307692307693
1009,donor_cv,hvg,fold,3,0.0750487607148885,0.07495429616087751,2188,13,0.07692307692307693
1009,donor_cv,hvg,fold,4,0.0726680789999538,0.07339955849889625,1812,13,0.07692307692307693
1009,donor_cv,hvg,fold,5,0.07779187376103122,0.07824639289678136,1802,13,0.07692307692307693
1009,donor_cv,pca,fold,1,0.07191228257377859,0.07753017641597029,2154,13,0.07692307692307693
1009,donor_cv,pca,fold,2,0.05988803916769803,0.06834030683403068,2151,13,0.07692307692307693
1009,donor_cv,pca,fold,3,0.06732798542659629,0.06992687385740402,2188,13,0.07692307692307693
1009,donor_cv,pca,fold,4,0.0672598572864341,0.07339955849889625,1812,13,0.07692307692307693
1009,donor_cv,pca,fold,5,0.05615539640751886,0.06659267480577137,1802,13,0.07692307692307693
1009,donor_cv,harmony,fold,1,0.07381718419976996,0.07985143918291551,2154,13,0.07692307692307693
1009,donor_cv,harmony,fold,2,0.07155513314080748,0.07577870757787075,2151,13,0.07692307692307693
1009,donor_cv,harmony,fold,3,0.06475350032018277,0.06809872029250456,2188,13,0.07692307692307693
1009,donor_cv,harmony,fold,4,0.06682034532196238,0.0717439293598234,1812,13,0.07692307692307693
1009,donor_cv,harmony,fold,5,0.06621181107801356,0.07214206437291898,1802,13,0.07692307692307693
1009,donor_cv,scvi,fold,1,0.06708664835139252,0.07242339832869081,2154,13,0.07692307692307693
1009,donor_cv,scvi,fold,2,0.06871068967441557,0.0706648070664807,2151,13,0.07692307692307693
1009,donor_cv,scvi,fold,3,0.0728644429910902,0.0763254113345521,2188,13,0.07692307692307693
1009,donor_cv,scvi,fold,4,0.07785158093904321,0.08222958057395144,1812,13,0.07692307692307693
1009,donor_cv,scvi,fold,5,0.06970049214177437,0.07436182019977802,1802,13,0.07692307692307693
